x,y,z,sdx,sdy,sdz,ID,time
2514.3569719731,145.836349797541,290.436164566339,21.5053402325682,29.7886926306116,15.920521744777,1,962
2528.90190304326,148.869705507302,284.393154380976,22.3911456670594,48.203142453874,30.8593212961285,1,433
2539.57425266371,103.649809748349,311.412594321221,30.5459005580752,20.8665071129995,28.6816626297314,1,285
2538.98780706682,121.774147004273,299.397997090617,19.6881716515516,50.1716352443384,27.9735799645779,1,841
2523.89245591413,131.369148407879,290.837222814046,23.0563203634977,23.9273187705358,13.7924259499014,1,907
2524.78240726968,95.4556161978075,197.805082413993,65.900949917808,28.795881468557,32.7777771610067,1,665
2509.7765979264,168.191401171139,246.064678462606,26.5905572829472,11.6273353865048,22.2959857368226,1,547
2584.65209820473,201.935701024295,286.809075986368,26.395969788493,43.530417242476,54.0982797008542,1,883
2512.49063025443,117.117345035641,311.842966016024,39.9400494448761,28.0621542342754,18.175315094106,1,669
2490.24449640858,146.670518813386,240.788062987926,61.9509491591801,17.6195462836751,19.2026987715699,1,732
2520.348322712,149.438121590366,310.533194318028,11.16412462421,6.32207917049797,37.4162035454505,1,164
2566.56354252848,138.110977317998,285.774879462645,14.533526956892,34.3488218247284,44.9041743654507,1,733
2550.53350565771,119.74952793502,292.652019411197,13.0742809862521,30.6179303479784,30.1643312865955,1,875
2525.64385222559,171.698518592576,244.608815390196,48.5393343924712,34.6393200800129,37.9422614764194,1,857
2553.51753106379,159.121029926463,282.482850429247,20.8908493469232,47.3900119309643,37.7776575582812,1,460
2522.86888824521,132.337898097721,237.778831010626,25.9342930939196,18.8040190598545,34.5378870298612,1,201
2548.40976759729,175.790060620399,278.359698541582,14.7838890770175,26.0645008022186,27.0043400092004,1,708
2527.6648830577,178.322820528591,281.63546505474,24.9199930116574,50.0577431085953,15.7232870452467,1,467
2567.57303305069,136.296388454732,298.98707141509,14.3985086006575,10.3417521741121,46.8350660139753,1,110
2523.99843851759,164.295349440978,299.807152560335,12.6583700458348,16.1669691452606,18.8746805814294,1,393
2510.3401840849,160.929009263072,242.320709610325,40.2964179969879,22.8097256399572,31.892739651117,1,303
2557.88541610831,105.331258183153,282.659048436448,25.6158139521396,14.806538911446,12.5911723725367,1,551
2541.89598779101,126.1941642924,309.352627387646,9.81234660235493,15.0281420268952,39.3282387928556,1,608
2503.26529071658,203.819678915812,192.012759410836,61.3195305343711,18.7634732928258,22.71009715291,1,91
2530.18283463975,121.529409139438,333.458133639147,19.4111335186236,24.0833373681031,41.2626010278642,1,560
2523.17770100953,127.667736507183,320.088207373937,10.9101226363163,28.6479510413316,15.7580071606101,1,17
2595.1358252696,144.669630329362,247.673945663192,49.1440023690789,26.379388669187,80.429408411067,1,704
2481.63056291674,125.183183318246,289.663429032558,20.6967943103865,56.5674130021527,100.025562397437,1,721
2545.60334176856,168.750393932963,270.274226195808,23.0239821167215,27.8355209784359,35.7837870469879,1,191
2470.30042768242,118.498391983849,297.478287785398,22.012281401238,14.0609322709198,25.8637553986198,1,150
2556.2243844927,134.163180982279,260.373378905276,26.3626488837863,22.1562231840282,38.2193916721399,1,380
2546.44427687787,140.06624585131,281.147396937096,32.1821653067767,40.3611540153415,57.1034251497983,1,837
2560.9940807881,183.159497515597,258.552099564094,34.0015273162657,15.4584217349213,42.8747265844623,1,231
